ts,side,price,qty,pnl,reason
2026-03-07 22:00,BUY,67258.65,0.1,,entry
2026-03-07 23:00,SELL,67262.91,0.1,0.43,exit
2026-03-08 00:00,BUY,67194.77,0.1,,entry
2026-03-08 01:00,SELL,67297.27,0.1,10.25,exit
2026-03-08 02:00,BUY,66925.44,0.1,,entry
2026-03-08 03:00,SELL,67000.26,0.1,7.48,exit
2026-03-08 04:00,BUY,66637.36,0.1,,entry
2026-03-08 10:00,SELL,67904.14,0.1,126.68,exit
2026-03-08 22:00,BUY,66236.8,0.1,,entry
2026-03-08 23:00,SELL,65971.2,0.1,-26.56,exit
2026-03-09 08:00,BUY,67814.69,0.1,,entry
2026-03-09 13:00,SELL,68976.0,0.1,116.13,exit
2026-03-10 22:00,BUY,69721.58,0.1,,entry
2026-03-11 03:00,SELL,69551.91,0.1,-16.97,exit
2026-03-11 05:00,BUY,69510.36,0.1,,entry
2026-03-11 07:00,SELL,69648.29,0.1,13.79,exit
2026-03-11 08:00,BUY,69662.24,0.1,,entry
2026-03-11 09:00,SELL,69466.75,0.1,-19.55,exit
2026-03-11 14:00,BUY,70578.7,0.1,,entry
2026-03-12 01:00,SELL,69841.31,0.1,-73.74,exit
2026-03-12 02:00,BUY,69286.56,0.1,,entry
2026-03-12 03:00,SELL,69446.61,0.1,16.01,exit
2026-03-12 11:00,BUY,70427.91,0.1,,entry
2026-03-12 13:00,SELL,69972.15,0.1,-45.58,exit
2026-03-12 14:00,BUY,69590.09,0.1,,entry
2026-03-12 15:00,SELL,70334.88,0.1,74.48,exit
2026-03-12 18:00,BUY,69819.64,0.1,,entry
2026-03-12 19:00,SELL,70432.32,0.1,61.27,exit
2026-03-13 17:00,BUY,71037.93,0.1,,entry
2026-03-13 18:00,SELL,71055.45,0.1,1.75,exit
2026-03-13 19:00,BUY,71189.95,0.1,,entry
2026-03-13 21:00,SELL,71104.65,0.1,-8.53,exit
2026-03-13 22:00,BUY,70814.0,0.1,,entry
2026-03-13 23:00,SELL,70930.0,0.1,11.6,exit
